Online boarding,Inflight wifi service,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Age,Flight Distance,Seat comfort,Class
1,2,1,5,0,1,26,944,5,1
4,1,0,5,1,4,42,160,2,1
4,4,1,4,0,1,17,733,4,1
2,1,1,1,1,2,51,3635,2,3
4,5,1,5,1,4,54,109,1,2
4,4,1,4,1,2,37,547,4,1
3,4,1,1,0,4,23,925,1,1
4,4,0,5,1,4,9,446,5,1
4,4,0,3,1,5,25,957,3,1
4,4,1,4,1,5,39,3349,5,3
2,2,1,3,0,1,23,1102,3,1
4,4,1,4,1,4,53,678,5,3
5,5,1,4,1,3,33,3700,4,3
3,4,1,3,1,3,29,2049,3,3
3,1,1,1,1,4,41,2522,3,3
3,3,0,4,1,3,33,547,4,1
4,5,1,4,1,4,27,2026,4,3
5,5,1,2,0,5,37,1423,2,3
3,4,1,4,1,2,45,150,1,1
3,3,1,5,0,4,23,725,5,1
4,4,1,4,1,5,50,2993,4,3
5,2,0,3,1,4,49,214,5,1
3,3,0,3,1,2,43,948,4,1
5,2,1,4,1,4,60,337,5,3
5,4,1,4,1,3,56,1306,4,3
1,1,1,4,0,2,42,328,1,1
4,4,1,4,1,4,40,595,4,1
2,1,0,1,1,5,20,528,1,2
5,4,1,3,1,3,54,2509,4,3
5,2,1,5,1,1,20,2517,5,3
5,2,1,3,1,5,60,986,5,3
3,3,1,5,1,3,45,1739,4,3
4,1,1,4,1,4,60,3387,5,3
5,3,1,3,1,4,51,591,5,3
3,3,1,1,0,3,52,612,1,1
5,5,1,5,1,1,24,873,4,2
3,3,0,4,1,2,22,999,4,1
5,3,1,4,1,5,56,1440,5,3
4,1,0,1,1,5,65,1620,4,1
2,2,1,2,1,3,44,399,2,1
2,3,0,4,1,1,58,1440,3,3
1,1,1,1,1,2,23,1944,1,3
3,3,0,3,1,3,12,679,3,1
4,4,1,4,1,2,43,1114,4,1
2,2,1,1,0,3,19,883,3,1
3,3,0,2,1,4,17,383,2,1
3,3,0,3,1,3,58,1448,4,3
2,2,0,4,1,1,26,1585,1,1
5,2,1,4,1,5,38,358,5,3
2,2,0,3,1,4,68,1947,3,1
2,2,1,4,0,5,29,469,4,3
5,2,0,3,1,5,49,337,3,1
5,0,1,3,1,4,33,3850,5,3
1,1,0,1,1,3,33,352,1,1
5,5,1,5,1,3,48,1956,4,3
2,1,0,1,1,5,37,632,1,1
4,4,1,4,1,4,36,361,4,3
1,3,0,3,1,5,43,414,2,1
3,3,0,2,1,3,15,1055,2,1
1,2,1,1,0,2,28,867,1,1
4,4,0,2,1,5,49,496,4,3
0,3,0,5,1,4,33,153,4,1
4,1,1,3,1,5,31,1670,3,3
3,3,1,1,0,3,55,623,1,1
2,2,0,4,1,5,65,474,4,1
3,3,0,5,1,4,24,546,5,1
5,5,1,5,0,5,25,1190,5,1
1,3,1,2,1,2,56,515,2,1
2,2,1,2,1,4,18,3602,2,3
2,2,0,2,1,4,13,401,1,1
3,3,0,1,1,4,11,1464,1,1
5,2,0,3,1,4,67,836,4,1
5,4,1,4,1,5,23,1685,4,3
4,4,1,4,1,4,47,952,3,3
2,2,1,2,1,2,51,581,2,1
5,2,1,4,1,4,39,2311,4,3
1,2,0,1,1,1,28,621,1,1
2,2,0,1,1,5,35,347,1,1
3,3,0,5,1,4,41,447,3,1
3,1,0,3,1,1,66,733,4,1
5,4,1,4,1,4,52,3229,5,3
4,4,0,5,1,3,19,602,5,1
5,5,1,5,1,3,39,1703,5,1
3,3,0,5,1,5,37,354,1,1
3,3,1,1,0,4,35,1399,1,3
3,2,1,2,1,3,50,678,4,1
4,4,1,4,1,2,56,1962,3,3
3,3,0,4,1,5,53,2153,4,2
5,4,1,3,1,5,56,227,5,3
5,1,1,4,1,5,60,2991,5,3
2,2,0,3,1,4,16,600,3,1
1,0,1,3,1,1,34,308,1,3
4,4,1,4,1,4,41,501,4,1
4,1,1,5,1,4,64,1725,5,3
4,4,1,2,0,1,39,578,1,1
5,5,1,4,1,1,49,771,4,1
1,0,0,3,1,4,39,565,1,1
5,2,1,5,1,3,28,2472,5,3
0,2,0,5,1,4,58,89,5,1
5,2,1,4,1,3,33,399,5,3
5,2,1,5,1,5,45,1379,4,3
3,3,0,2,1,3,46,370,2,1
4,4,1,4,1,1,44,109,4,2
3,3,0,3,1,4,24,349,3,1
4,4,0,4,1,3,9,356,4,1
4,1,1,1,1,4,38,2379,4,3
4,3,1,3,1,1,59,139,3,1
3,2,1,2,1,4,46,911,4,3
5,5,1,4,0,5,38,1460,4,3
0,0,1,5,0,4,21,720,5,3
2,2,1,2,1,2,59,594,2,1
3,3,1,5,1,4,43,2045,1,3
2,2,1,2,0,2,23,696,2,1
1,2,1,2,0,4,25,250,2,1
5,0,1,3,1,5,47,3824,4,3
2,2,1,3,0,1,42,447,3,1
2,2,1,2,1,1,49,109,2,1
1,1,0,2,1,5,70,644,2,2
3,3,0,3,1,3,25,542,3,1
2,3,0,3,1,1,55,2182,4,1
1,1,1,3,0,1,21,453,3,1
3,3,1,3,1,1,41,2677,3,3
5,3,0,3,1,5,42,393,4,1
1,1,1,1,1,3,41,308,1,1
4,4,1,4,1,3,42,984,5,3
2,2,0,4,1,5,24,888,4,1
5,4,1,4,1,4,41,3239,4,3
5,4,1,5,1,5,42,1558,5,3
3,3,0,4,1,3,26,783,4,1
5,1,1,4,1,4,52,2454,5,3
5,5,0,4,1,3,19,763,4,1
5,5,1,5,1,2,40,438,5,1
3,5,1,4,1,5,46,3828,3,3
3,3,0,5,1,2,69,304,5,1
3,3,0,5,1,4,23,429,5,1
5,5,1,4,1,3,47,413,3,3
2,2,0,5,1,4,62,770,5,1
2,4,0,3,1,3,52,545,5,1
5,4,1,4,1,4,54,2712,5,3
1,1,1,3,0,2,47,237,3,1
5,2,1,4,1,3,47,3785,5,3
4,1,1,4,1,4,48,3771,5,3
4,4,1,1,0,3,20,829,3,1
5,4,1,5,1,5,44,425,5,3
1,1,0,2,1,4,19,588,2,1
4,1,1,4,1,3,57,1481,5,3
4,3,1,3,1,1,38,2163,4,3
4,2,0,5,1,2,55,421,3,3
2,2,1,3,0,3,20,1149,3,1
2,2,0,5,1,4,37,502,5,1
5,5,1,3,1,2,34,695,3,3
1,1,1,1,1,1,17,1306,2,2
4,3,1,3,1,2,52,308,4,1
2,2,1,2,1,4,28,2357,2,3
0,0,1,4,0,5,22,102,4,1
4,2,1,2,1,1,43,2082,3,3
2,4,1,4,1,4,55,2769,2,3
2,2,0,2,1,2,14,447,2,1
5,5,0,4,1,3,15,844,4,1
2,2,0,5,1,5,25,399,5,2
3,3,1,3,1,2,22,541,1,2
4,4,1,4,1,3,40,427,4,1
5,0,1,5,1,3,38,158,5,3
4,4,1,4,1,2,16,222,3,1
5,1,1,5,1,4,44,3189,5,3
5,5,1,5,1,3,58,467,5,2
5,5,1,4,1,4,28,1687,4,3
4,5,1,5,1,5,55,2525,5,3
5,3,1,5,1,5,54,936,4,3
5,1,1,4,1,4,50,616,5,3
3,1,1,1,0,4,36,1038,4,1
4,5,1,4,1,3,41,1121,5,3
1,1,1,5,0,4,23,515,5,1
5,3,1,5,1,4,48,90,5,3
1,1,1,4,0,3,38,216,4,3
3,3,1,5,1,3,52,946,3,1
3,3,1,3,1,1,45,1090,3,2
1,1,0,4,1,3,68,787,3,1
4,4,1,4,1,3,24,1546,5,1
4,4,1,2,1,2,52,2978,4,3
1,1,1,1,1,2,23,3642,1,3
1,1,1,1,1,1,29,3086,1,3
4,4,1,4,1,4,44,833,4,1
4,4,0,4,1,4,27,236,4,1
5,5,1,5,0,3,23,622,5,1
4,4,1,4,1,3,25,3449,4,3
5,5,0,3,1,2,15,369,5,1
3,4,1,4,1,2,77,2541,4,3
5,3,0,2,1,5,53,488,5,1
4,1,1,4,1,3,39,2473,4,3
2,2,0,4,1,1,27,1020,4,3
4,2,1,5,1,5,38,2868,4,3
4,2,1,5,1,5,44,1915,5,3
5,5,1,3,1,5,34,502,4,3
2,2,1,5,1,5,72,629,4,3
4,4,0,1,1,4,26,86,1,1
3,3,1,4,0,3,22,1136,4,1
2,2,1,2,0,1,17,936,2,1
5,5,1,5,0,3,42,270,5,3
3,2,1,3,1,3,49,1750,4,3
5,1,1,4,1,4,49,1444,5,3
5,4,1,4,1,5,54,1404,4,3
4,3,0,1,1,5,52,273,1,1
5,5,1,5,1,1,38,585,5,1
2,2,0,4,1,5,67,1635,4,1
1,1,1,2,0,4,78,453,2,1
3,3,1,4,0,2,16,409,4,1
4,2,0,3,1,3,48,262,3,1
2,1,1,1,1,2,40,3085,2,3
1,1,0,4,1,3,12,391,4,1
3,4,1,4,0,2,40,300,4,1
2,2,0,4,1,1,60,628,2,1
2,2,1,2,1,4,31,1916,2,3
3,2,1,2,0,5,38,453,2,3
5,2,1,4,1,5,59,2060,4,3
5,1,1,4,0,5,16,651,5,1
0,1,1,2,0,5,39,797,3,1
5,3,0,1,1,2,47,315,4,1
1,2,1,2,1,2,29,748,2,3
3,3,1,3,1,4,24,257,4,1
4,5,1,3,1,4,40,3911,4,3
3,2,0,3,1,3,36,2367,3,2
5,2,0,3,1,5,49,929,5,1
4,1,1,5,1,5,45,2987,4,3
3,2,1,2,1,1,69,1560,4,3
5,2,1,5,1,3,53,1660,4,3
4,4,1,1,0,4,21,898,2,1
2,2,0,3,1,4,32,331,3,1
2,2,0,3,1,1,17,819,3,1
4,1,0,2,1,1,41,253,4,2
1,1,0,1,1,2,33,819,1,1
4,4,1,3,1,3,72,395,3,1
3,3,0,5,1,3,45,2182,5,1
4,5,1,5,1,4,42,594,2,2
3,4,1,4,1,4,58,1609,4,1
5,1,1,5,1,3,30,2329,5,3
4,1,1,5,1,5,57,2420,5,3
5,0,1,5,1,4,51,3985,4,3
5,1,1,4,1,4,60,564,5,3
3,3,1,3,1,2,32,859,3,1
3,3,1,5,0,3,42,376,5,1
2,2,1,1,0,1,38,191,1,1
0,0,1,4,0,4,24,569,1,1
2,2,1,2,1,1,47,577,3,1
2,2,0,2,1,4,40,1120,2,1
2,2,1,2,1,3,26,1089,2,3
3,5,1,5,1,3,44,156,4,3
5,5,1,5,1,4,61,788,3,2
1,5,1,4,1,1,47,1782,4,3
3,3,0,5,1,5,19,948,4,1
1,1,0,5,1,3,10,349,5,1
1,1,1,1,1,4,30,647,1,3
2,2,1,3,0,1,22,1136,3,1
4,5,1,3,1,4,49,1747,5,3
4,4,0,3,1,4,35,895,3,1
2,2,1,3,1,2,37,2984,1,3
2,3,1,3,0,2,21,802,3,1
3,3,0,4,1,3,62,744,1,1
4,3,0,1,1,4,61,509,4,1
5,1,1,4,1,4,60,3243,4,3
4,2,1,2,1,4,53,1482,4,3
3,4,1,4,1,5,55,680,1,1
4,4,1,4,1,4,45,1827,5,3
1,1,0,4,1,5,12,1068,4,1
4,1,1,3,1,5,41,442,4,3
1,1,0,2,1,1,20,562,5,1
4,5,1,4,1,4,57,1922,4,3
4,5,1,4,1,4,49,3276,4,3
2,2,1,2,1,1,46,432,2,2
1,1,1,3,0,4,42,1788,4,3
4,2,1,3,0,4,22,3784,4,1
3,2,1,2,1,4,43,2586,3,1
2,2,1,4,0,5,33,722,4,3
2,2,0,1,1,3,17,1698,1,1
3,3,1,4,0,3,29,977,4,1
5,3,1,5,1,5,36,2178,2,3
4,2,0,4,1,3,54,1355,3,1
3,1,1,3,1,3,38,387,5,3
2,2,1,5,0,2,43,106,5,1
4,1,1,5,1,3,34,1696,5,3
4,5,1,3,1,3,58,731,4,3
3,3,0,5,1,4,50,1979,5,2
4,1,0,5,1,5,36,522,5,1
2,2,0,1,1,5,12,946,1,1
4,4,1,5,1,3,59,1961,4,3
2,2,0,2,1,1,70,949,2,1
3,1,1,2,1,3,53,1624,3,1
5,5,1,5,0,4,44,1120,5,3
3,3,0,4,1,4,50,1448,5,1
5,5,1,5,1,4,50,408,5,2
5,5,1,5,1,1,56,207,5,1
1,1,0,2,1,1,30,320,2,2
3,2,0,3,1,3,44,373,4,1
3,3,1,2,0,2,23,612,2,1
5,4,1,4,1,5,53,3690,4,3
4,1,1,4,1,5,42,3612,5,3
0,0,1,5,0,1,23,764,5,1
5,1,1,2,0,5,30,588,5,1
4,2,1,4,1,4,41,240,5,3
5,5,1,5,0,4,20,192,5,3
4,4,1,2,0,4,23,255,2,1
4,4,1,4,1,3,50,451,3,1
4,4,1,5,0,5,32,731,5,3
4,3,1,4,1,4,60,2360,5,3
5,3,1,5,1,3,36,3237,4,3
4,4,0,3,1,5,36,163,3,1
5,3,1,5,1,3,54,3519,5,3
3,3,1,5,0,3,46,868,2,3
4,4,1,4,1,4,27,1620,4,3
5,3,1,5,1,3,29,853,5,3
1,1,0,4,1,3,49,541,4,1
3,3,1,3,1,4,60,296,4,1
1,1,0,4,1,2,50,283,2,1
0,0,1,3,1,5,25,1384,1,1
4,5,1,5,1,4,64,268,2,1
1,1,0,1,1,4,37,993,1,2
1,1,0,2,1,5,60,529,2,1
2,2,1,3,1,2,27,2586,2,3
5,1,1,4,1,5,34,187,5,3
4,4,0,5,1,5,12,453,5,1
3,3,0,2,1,5,25,319,2,1
4,5,1,5,1,4,45,1768,5,3
4,5,1,4,1,3,32,2053,4,3
3,3,0,5,1,3,47,181,1,1
1,1,0,4,1,4,39,1197,3,1
4,3,1,3,1,4,33,460,3,3
4,4,1,4,1,3,53,361,5,3
4,4,0,5,1,5,8,756,2,1
4,4,0,2,1,3,42,589,5,1
5,2,0,4,1,5,70,188,5,1
5,1,1,4,1,4,34,3012,4,3
2,2,0,2,1,3,22,735,2,1
4,4,1,5,1,3,56,3107,4,3
3,3,1,3,0,4,25,954,3,1
0,1,0,1,1,4,42,689,1,1
4,5,1,4,1,1,57,3510,5,3
1,1,0,4,1,1,62,145,4,1
3,5,1,3,1,3,30,1312,3,3
3,3,1,3,1,4,31,1217,3,2
1,2,1,4,0,2,27,460,4,1
4,1,1,2,1,3,45,859,5,3
0,0,1,5,0,5,23,337,4,3
4,2,0,4,1,3,66,228,4,1
0,1,0,4,1,4,16,237,4,1
3,3,0,4,1,4,64,446,4,1
5,4,1,5,1,5,50,337,4,3
3,3,1,3,1,1,52,3660,3,3
5,5,1,4,1,3,51,3568,4,3
5,5,1,5,1,4,37,170,5,2
3,3,1,3,1,3,31,1592,3,3
2,3,1,3,1,2,50,2303,3,3
3,3,0,4,1,4,21,2614,4,1
5,5,1,5,1,3,31,708,5,1
3,2,0,3,1,1,51,802,4,1
2,3,1,5,1,1,43,1167,3,3
3,1,1,4,1,5,51,2577,5,3
1,1,0,1,1,2,69,590,1,2
1,2,1,4,0,3,29,600,4,3
3,3,1,3,0,4,25,594,3,1
2,2,1,3,0,1,27,643,3,1
4,3,1,3,1,2,44,799,4,3
3,3,0,4,1,2,9,201,2,1
2,2,1,4,1,4,55,3375,2,3
2,2,1,4,0,4,26,122,4,1
4,4,1,4,1,5,57,3082,4,3
5,1,0,4,1,3,65,413,5,2
5,5,1,5,1,2,31,101,5,2
3,3,1,4,0,3,23,1303,1,1
5,3,1,4,1,5,38,1888,4,3
3,3,1,4,0,4,42,236,5,3
1,1,1,1,1,3,78,317,1,2
3,3,0,2,1,4,17,680,2,1
5,2,1,5,1,3,45,957,5,3
1,1,1,1,0,3,43,89,1,1
1,4,1,4,1,1,44,715,2,1
3,3,1,5,0,2,44,1670,5,3
3,3,0,2,1,2,14,177,2,1
3,1,0,5,1,2,47,134,3,1
2,2,1,5,0,2,42,774,5,1
3,3,1,3,1,3,28,2252,3,3
4,4,1,2,0,1,20,311,5,1
5,5,1,3,0,1,24,986,5,1
2,1,1,4,0,2,20,346,4,1
3,3,1,2,0,4,24,1068,2,1
0,4,0,1,1,4,39,250,1,1
4,4,1,3,0,5,20,486,3,1
3,3,1,5,0,1,17,134,5,1
3,2,1,5,1,5,52,1726,5,3
3,3,0,2,1,1,10,342,2,1
4,3,1,5,1,5,39,2475,5,3
3,1,1,1,1,3,46,337,3,3
5,5,1,4,1,4,46,3924,4,3
3,3,1,4,1,1,50,255,4,1
3,2,1,2,1,3,37,3793,3,3
4,3,0,5,1,4,53,693,5,1
4,3,1,4,1,5,57,2610,5,3
2,3,1,3,1,4,37,140,3,1
2,2,0,2,1,3,26,631,2,1
4,4,1,4,0,4,38,425,4,1
2,2,1,1,0,2,35,226,1,2
4,5,1,4,1,3,46,3278,4,3
3,3,1,4,1,2,42,151,3,3
4,4,0,2,1,4,67,1182,5,1
5,4,1,4,1,2,62,3673,1,3
4,3,1,5,1,1,38,758,5,3
5,4,1,5,1,3,58,2131,4,3
3,3,1,3,1,4,38,528,3,1
5,5,1,1,0,5,11,601,1,3
2,2,1,5,1,2,35,2000,2,3
5,5,1,5,1,5,40,1924,5,3
1,1,1,4,0,4,26,1979,4,2
5,5,1,5,1,4,30,2885,5,3
4,4,1,4,1,1,51,2392,3,3
2,4,0,3,1,3,67,369,5,1
3,3,1,1,0,2,35,731,1,1
0,1,0,4,1,4,57,642,4,1
3,4,1,2,1,3,33,1874,2,3
2,2,0,2,1,5,32,859,2,1
3,3,0,4,1,4,53,140,4,1
0,3,0,3,1,3,56,130,3,1
5,4,1,4,1,3,45,899,4,3
2,2,0,4,1,3,40,787,4,1
3,3,1,3,1,4,35,2218,3,1
4,4,1,3,0,3,24,584,4,3
5,3,0,1,1,4,64,192,4,1
5,1,1,2,0,5,10,2588,5,2
3,3,1,3,1,4,25,500,3,1
2,2,1,2,0,5,52,585,2,3
5,5,0,1,1,4,34,283,1,1
3,2,0,5,1,4,34,2588,4,1
2,2,1,2,1,1,54,2072,2,1
2,2,1,2,1,1,31,483,2,1
3,2,1,2,1,4,56,1096,3,1
3,4,1,1,1,4,53,2387,3,3
4,4,1,4,1,4,20,2628,4,3
2,2,0,3,1,1,36,604,3,1
2,2,0,4,1,1,29,925,4,1
3,3,0,3,1,4,25,781,3,1
5,5,1,5,1,3,26,1835,5,3
0,0,1,4,1,4,22,749,4,2
3,3,1,3,0,2,48,846,3,1
3,1,1,1,1,3,38,1522,4,3
2,2,1,1,0,2,25,287,1,3
2,2,1,2,1,2,62,757,2,1
5,4,1,5,1,4,25,2977,5,3
4,4,1,4,1,5,51,404,4,1
1,1,1,2,0,5,20,502,2,1
2,2,1,1,0,4,37,586,1,1
2,2,0,2,1,5,17,481,2,1
3,2,1,2,1,2,53,1167,4,3
3,3,1,3,0,2,43,1004,3,1
4,1,1,5,1,3,30,1620,5,3
3,3,1,3,0,5,36,416,3,1
3,3,0,2,1,4,33,1096,2,1
4,4,0,2,1,3,32,760,2,3
4,1,1,1,1,1,54,1824,4,3
2,2,0,4,1,5,62,315,4,2
1,4,1,5,1,3,45,2306,1,3
4,4,1,4,1,4,34,1898,5,3
3,3,0,2,1,3,46,319,2,1
4,5,1,4,1,5,59,226,5,3
4,2,0,2,1,4,45,201,3,1
5,3,1,5,1,4,37,2547,4,3
4,3,0,3,1,4,36,2537,3,1
3,3,0,3,1,4,27,1744,4,1
5,5,1,5,1,4,35,1092,5,1
4,1,1,2,1,3,54,2296,4,3
2,2,1,2,1,3,58,1504,2,1
5,4,1,5,1,5,23,1787,5,3
5,4,1,5,1,4,39,3784,4,3
5,4,0,4,1,3,20,1133,4,3
2,2,0,3,1,4,9,589,3,3
1,1,0,5,1,5,35,1138,5,1
2,3,1,3,1,3,49,438,4,2
5,5,1,3,1,5,39,3203,4,3
4,4,1,4,1,4,27,1825,4,1
4,4,1,4,1,1,43,306,4,1
3,2,1,5,1,3,33,200,1,3
2,2,1,1,0,5,24,748,1,1
2,2,0,5,1,4,35,448,5,1
3,3,1,5,0,5,33,328,1,3
4,4,1,4,1,2,36,196,4,2
5,4,0,5,1,4,37,500,5,1
5,5,1,3,0,5,24,1167,3,3
2,2,0,4,1,4,59,337,4,1
3,2,0,4,1,4,54,479,2,1
3,3,0,1,1,3,59,127,1,2
4,4,1,4,1,3,33,153,4,2
1,3,1,3,1,3,44,250,2,2
2,2,0,4,1,4,16,236,4,3
2,2,1,4,0,4,22,300,4,1
4,2,1,4,1,5,44,2475,5,3
5,1,1,4,1,4,60,526,1,3
3,2,1,3,0,3,25,874,3,3
5,1,1,5,1,4,49,432,5,3
4,2,1,4,1,3,42,1399,4,3
3,1,1,3,1,5,32,3826,3,3
0,2,0,4,1,4,15,173,4,1
3,4,0,3,1,3,16,307,3,2
4,4,1,4,1,4,49,683,4,3
1,1,0,1,1,5,54,570,1,1
1,1,0,1,1,5,42,986,1,1
3,3,1,3,1,1,28,3151,3,3
2,2,1,4,0,2,34,746,4,1
3,4,0,2,1,3,69,1814,4,3
5,5,1,5,1,4,37,989,5,2
5,5,0,3,1,4,64,533,3,2
3,3,0,4,1,3,21,528,4,1
3,1,1,2,1,5,57,2367,5,3
4,4,0,4,1,3,21,523,4,2
1,1,0,3,1,5,25,507,3,1
4,4,1,3,0,3,33,2565,3,1
4,5,1,5,1,2,55,174,3,1
2,4,1,5,1,2,42,983,2,1
4,0,1,2,1,5,34,2550,5,3
4,3,1,5,1,3,46,762,5,3
3,3,0,2,1,3,40,224,2,1
0,0,1,3,0,3,29,591,3,3
4,3,0,4,1,4,67,1437,4,2
5,1,1,5,1,1,22,3039,5,3
4,4,0,1,1,3,21,1190,1,1
3,3,1,3,1,3,25,344,3,3
3,3,1,3,0,5,36,338,3,3
3,3,1,3,1,2,32,1616,3,2
4,4,1,3,0,3,41,325,1,3
2,2,0,3,1,5,64,1671,3,1
5,5,1,5,1,4,42,2288,4,3
1,1,1,5,0,4,23,370,5,1
4,1,0,3,1,3,42,301,5,1
3,2,1,5,1,3,41,2077,5,3
4,1,1,4,1,4,25,1917,4,3
3,3,0,5,1,4,70,495,5,1
4,1,0,5,1,5,70,1085,5,1
5,5,1,4,1,3,59,1768,4,3
2,4,1,4,1,4,35,2907,2,3
3,3,0,4,1,4,8,1825,2,2
3,3,0,5,1,3,57,1590,5,1
2,2,1,1,0,3,39,270,1,3
1,2,0,3,1,3,41,895,3,1
2,3,1,3,1,4,40,1379,3,3
3,3,0,3,1,2,18,125,3,1
1,1,0,2,1,3,25,1048,2,1
5,3,1,5,1,1,15,2569,5,3
1,4,1,4,1,3,47,369,1,3
3,3,1,3,1,4,53,361,3,3
2,2,1,1,0,3,25,896,2,3
5,2,1,5,1,3,31,3949,4,3
4,4,0,5,1,1,23,200,4,1
5,5,1,4,0,4,13,969,4,3
1,3,0,3,1,4,64,473,3,2
4,4,1,3,1,3,41,3972,5,3
3,2,1,3,1,4,28,3989,2,3
5,3,1,4,1,3,51,2974,4,3
4,4,0,5,1,2,46,200,5,1
3,4,0,5,1,3,34,1399,1,1
4,4,1,4,1,1,23,421,1,2
1,4,1,4,1,5,57,649,3,1
3,3,1,4,0,1,28,2845,2,1
5,3,1,5,1,5,51,539,3,3
2,2,0,3,1,4,23,1340,3,1
4,5,1,5,1,4,59,239,5,3
2,2,0,3,1,4,15,578,3,3
4,3,1,2,0,3,21,502,2,1
4,2,1,4,1,3,43,3150,5,3
3,5,1,5,1,5,56,3609,5,3
3,3,0,1,1,1,16,423,1,2
2,2,1,3,0,3,22,1300,3,1
3,3,1,2,0,5,26,631,2,3
5,5,1,5,1,3,40,588,5,1
3,3,0,2,1,3,19,430,2,1
3,3,1,2,0,2,22,1703,2,1
4,4,1,3,0,4,49,250,3,1
5,0,1,4,1,4,59,3790,5,3
4,4,1,4,1,5,31,2907,4,3
4,3,1,4,1,5,41,1927,4,3
1,1,1,4,1,1,45,448,1,3
4,4,0,5,1,4,48,631,5,1
5,3,1,5,1,5,53,2475,4,3
4,4,1,4,0,4,24,334,4,1
3,3,1,3,0,3,32,283,5,3
3,3,1,3,1,2,30,2586,3,3
2,3,1,5,0,3,36,177,4,1
4,4,1,4,1,3,51,109,1,2
3,4,1,3,1,4,26,1065,3,3
4,2,0,1,1,4,50,1399,4,1
4,2,1,5,1,3,49,259,4,3
5,5,1,4,1,4,45,349,4,2
4,1,1,5,1,4,58,3141,4,3
3,3,0,5,1,2,35,516,5,1
3,3,1,4,0,4,39,813,2,1
4,1,0,1,1,3,67,761,4,1
5,4,1,5,1,3,32,2253,5,3
4,4,1,4,1,3,48,2640,5,3
4,3,0,4,1,4,62,749,4,1
5,1,1,4,1,3,58,3109,5,3
1,1,1,4,0,1,28,695,4,1
4,5,1,5,1,3,39,3742,5,3
4,4,1,5,0,4,41,1592,4,3
0,5,1,5,0,4,39,417,5,3
2,1,0,1,1,5,40,293,1,1
2,1,1,5,1,3,50,2933,1,3
4,4,1,2,0,3,23,1726,2,3
2,2,1,2,0,4,39,247,2,3
3,3,0,2,1,5,41,577,2,1
3,3,1,3,1,3,23,3257,3,3
2,2,1,2,1,3,33,240,2,3
2,2,0,3,1,1,65,1024,1,1
2,3,1,4,0,5,55,109,3,1
3,3,1,3,1,1,40,1008,3,1
5,5,1,5,1,5,38,101,5,1
5,4,1,5,1,2,32,3134,5,3
3,3,0,2,1,4,29,744,2,1
4,2,1,4,1,5,54,919,5,3
2,1,1,5,1,5,46,2100,4,3
4,3,0,4,1,5,43,358,5,1
2,2,1,2,1,1,66,1120,2,1
4,3,1,4,1,3,59,96,4,3
0,0,1,1,0,4,23,1562,1,3
4,4,1,5,0,5,20,746,1,3
2,2,1,3,1,4,54,590,3,1
3,3,1,3,1,4,30,393,3,3
2,3,0,2,1,4,50,946,3,1
3,4,1,4,1,1,53,1603,3,3
2,2,1,2,1,4,30,1310,2,1
1,1,0,5,1,4,23,315,5,3
2,2,1,1,0,4,25,432,1,1
5,1,1,4,1,3,46,645,5,3
4,2,1,5,1,4,46,1514,4,3
4,3,0,5,1,4,59,231,5,1
5,4,1,5,1,4,30,2133,5,3
2,2,0,3,1,3,56,134,3,1
4,3,1,3,1,3,41,854,4,3
5,3,1,5,1,3,50,2708,5,3
5,4,1,4,1,5,47,2557,5,3
3,3,1,1,0,1,25,589,1,1
4,4,1,4,0,5,24,1046,4,3
5,5,1,2,1,5,59,721,5,1
3,3,1,1,0,5,39,220,1,3
1,1,0,5,1,5,34,305,5,1
3,3,1,3,0,5,25,404,3,3
4,2,1,4,1,4,54,2253,5,3
3,3,0,4,1,2,51,163,4,1
4,4,0,5,1,5,31,761,5,1
4,3,1,4,1,3,56,3222,4,3
2,2,0,4,1,4,47,1119,4,1
3,3,1,4,1,3,29,2454,3,1
3,2,1,1,0,3,56,494,3,1
2,2,1,2,0,3,25,143,2,1
1,1,1,1,0,4,34,268,1,3
4,2,1,4,1,3,31,680,4,3
4,4,0,3,1,4,15,1013,1,1
5,2,1,3,1,4,53,3868,5,3
2,2,0,3,1,4,60,163,5,2
4,2,1,3,1,5,35,3540,4,3
1,1,1,1,1,1,26,867,1,3
3,3,1,3,1,4,25,3990,3,3
3,3,0,5,1,3,47,227,5,1
4,2,1,4,1,3,49,3702,3,3
4,1,1,5,1,4,58,3677,5,3
4,5,1,5,1,2,53,608,4,1
2,1,0,3,1,5,28,327,3,1
4,2,1,2,1,3,69,414,4,3
0,3,0,4,1,2,62,189,4,1
4,4,1,3,0,3,26,507,3,3
4,4,1,5,1,1,31,2123,5,3
0,0,1,5,0,5,22,1162,4,3
3,3,0,5,1,5,37,1242,2,1
4,3,1,3,1,1,49,1616,3,3
4,4,1,4,1,3,29,3351,4,3
5,1,1,4,1,5,34,1129,4,3
3,3,1,3,1,3,43,563,3,1
5,4,1,4,1,4,27,2944,4,3
3,3,1,3,0,2,22,612,3,1
5,3,1,5,1,3,54,2945,5,3
2,2,1,3,0,4,54,402,3,1
2,2,1,5,0,2,26,888,5,1
2,2,0,4,1,2,54,483,4,1
4,5,1,4,1,2,30,3341,5,3
5,5,1,4,1,5,59,631,5,3
4,4,0,5,1,4,16,1750,5,1
5,2,1,4,1,4,39,1089,5,3
4,0,1,5,1,5,44,3340,4,3
